sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing
"You can 'throw' lime-green blocks by passing through them in the direction you wish to fire them, they can break orange blocks in a chain reaction.",-0.22043799,-1.6986656,-inf,-1.7616593,-0.18849719,-9.346241,-8.9357956e-05,-3.264635,-0.039011095,-inf
Purpley-blue blocks can be moved through.,-5.231334,-0.005952499,-7.4722037,-0.005010194,-5.3008323,-4.754664,-0.008653927,-8.268255e-05,-9.573888,-inf
Press space to fire missiles.,-10.965074,-5.4669687e-05,-inf,-0.09059517,-2.4471798,-0.09762816,-2.3753667,-0.124403045,-2.1466637,-inf
"If you get yourself in a good position, you can fire repeatedly to destroy all attacking blocks.",-0.0018433247,-6.366927,-inf,-0.5166948,-0.9076841,-2.7674806,-0.06489161,-6.5396523,-0.0014672499,-inf
You can push purple blocks.,-4.083779,-0.017023627,-11.512761,-0.08731368,-2.4819746,-8.201391,-0.00027659023,-3.7027545e-05,-10.607989,-inf
Your goal is the brown block.,-6.594724,-0.0027194028,-6.661836,-3.106736e-05,-11.134583,-8.225716,-0.00027111053,-4.790013,-0.00835866,-inf
Don't touch the light blue blocks.,-11.216051,-3.786197e-05,-11.049772,-6.865425,-0.0010488853,-6.1987324,-0.0020372493,-9.17067,-inf,-0.00011260267
Pushing a purple block into a light blue block will destroy it.,-9.960171,-5.0020742e-05,-inf,-3.9455016,-0.019540997,-9.225907,-0.0001004439,-1.6016777,-0.22516319,-10.756101
"Make sure to pick up the nearest whit block first that itsnt behind anything, then pick up the next white blocks and then the yellow one.",-1.0493017,-0.46938384,-inf,-8.29974,-0.00026491194,-0.021356266,-3.8586862,-0.34173593,-1.2403508,-inf
Make sure to minimize the number of green blocks you move through to get the white and yellow ones.,-0.0029231606,-6.0188627,-inf,-9.370136,-8.9834764e-05,-1.9994375,-0.14551555,-1.0438077,-0.434385,-inf
"Just move around and try to change the colors of certain blocks by seeing which two you can combine, them after tat you combine those with the leftover two colors.",-0.043491337,-inf,-3.2026215,-0.8582022,-0.551615,-0.00028982185,-8.208538,-2.6980062,-0.06976747,-inf
You can never move or combine the dark grey blocks,-4.21847,-0.017647497,-5.9157186,-0.23849899,-1.5504935,-6.4560404,-0.0015747332,-0.00011272187,-inf,-9.241678
"Keep moving, thats the important thing.",-0.0066476376,-9.084523,-5.0482945,-0.052512344,-2.9734032,-3.3451433e-05,-10.854806,-0.0052631684,-5.2601805,-inf
Also dont let the one different colored block touch you.,-6.4349756,-0.014120847,-4.454932,-3.4156108,-0.033425752,-0.2916022,-1.3747721,-2.4619946,-inf,-0.089201495
Make sure to move the green blocks out of the way when you need to.,-0.56526315,-0.83992136,-inf,-9.705964,-6.420598e-05,-1.0077639,-0.45421883,-0.0010866361,-6.8502784,-inf
You may need to push them into the dark red blocks to clear a path.,-0.013326224,-4.330234,-inf,-7.516709,-0.0005477914,-7.8376136,-0.00039611853,-0.27119762,-1.4382088,-inf
The yellow block is the goal of the game to get to.,-4.4978104,-0.0157813,-5.4424305,-0.00016468366,-8.766299,-7.8470263,-0.00039611853,-5.8748536,-0.0028196129,-inf
You just need to either move to a dark/light blue square to get to the light green block.,-0.096614234,-2.5719655,-4.189697,-0.2026852,-1.6960171,-0.26010555,-1.4740376,-0.056019884,-2.912383,-inf
"You teleport there, so be careful when moving right after teleporting.",-0.65055615,-0.7529293,-4.9514956,-0.67685467,-0.7098251,-5.354834,-0.0047400766,-0.00013381359,-inf,-9.163685
"I am not 100% sure how to win after the first level, but for the most part, you have to absorb green blocks until your meter is full in your own block, then go got the light blue block.",-6.6284766,-inf,-0.0015997257,-0.0029333644,-5.8509865,-0.005831388,-5.1546407,-1.1155422,-0.40868264,-inf
"Make sure the brown blocks do not collapse on you if you try to absorb the green ones underneath them, they will fall and kill you.",-0.0043187914,-6.3824925,-inf,-3.6771333,-0.025642054,-3.8372328,-0.021799363,-8.78491,-inf,-0.00016992862
Also make sure the yellow moving ones do not touch you or you die.,-7.83139,-0.0007469753,-8.167329,-1.0699083,-0.42017758,-0.91149646,-0.51406795,-10.962817,-inf,-2.0100624e-05
Your goal is to cover the darker green block.,-3.1350698,-0.04455279,-inf,-0.009468481,-4.6686273,-5.097249,-0.0061387685,-3.1267624,-0.04489133,-11.1702175
"If you need to create a oath towards one, you can clear the purple blocks to release the moving light green block to clear out the red blocks, but make sure the moving yellow ones do not touch you.",-0.007939128,-8.242364,-inf,-3.4626513,-0.03190509,-0.5379197,-0.87706155,-0.0619111,-2.838942,-6.688164
"Move quickly to right of left all the way, then press the direction towards the moving blocks and quickly press space bar to shoot the moving ones until you get all of them.",-0.637568,-0.8439946,-inf,-4.200899,-0.015117508,-0.010119275,-4.59974,-2.0869646,-0.13255018,-inf
THats it.,-inf,-inf,-0.00058436865,-5.2001665e-06,-inf,-0.00043126525,-inf,-0.0007149352,-inf,-inf
"Do not touch the light blue blocks, they will kill you.",-inf,-2.58224e-05,-12.334004,-7.763121,-0.00042780832,-9.080904,-0.00011617878,-13.838999,-inf,-3.4121115e-06
"Your goal is to get to the red block, To do this you need to push the purple ones into the light blue ones to clear a path.",-0.4104854,-1.0957595,-inf,-2.4100685,-0.09413145,-7.2060604,-0.00074756396,-6.9017496,-0.0010235206,-inf
White blocks provide some sort of nutrition or power to get through green blocks...but not all green blocks,-0.16597308,-inf,-1.8795923,-0.00866681,-4.755415,-0.01893549,-3.9773781,-0.002446639,-6.0769267,-inf
Figure out which blocks you can move.,-0.010664931,-4.554019,-inf,-6.363939,-0.0017315833,-0.030835329,-3.495206,-0.00016218038,-8.893354,-inf
"One color will allow you to ""eat"" the yellow blocks for points.",-0.29581305,-1.3642297,-8.321165,-0.09645501,-2.3867688,-5.1208453,-0.005992313,-3.2892752,-0.03806008,-inf
"In higher levels, another color will be required to activate a block to make it yellow.",-0.0006822917,-7.532985,-9.680202,-0.021598263,-3.8467593,-7.2626815,-0.0007033761,-0.023768185,-3.755759,-inf
Use the space bar to restore a green block while touching the green block.,-4.3148866,-0.0226844,-4.796839,-1.5394596,-0.24148598,-2.2719703,-0.1088463,-0.37244037,-1.1686802,-9.337622
Maintain restoration process without touching the block that is contaminating the green block.,-0.013372564,-4.806896,-inf,-5.8852324,-0.002801556,-2.0267513,-0.14132561,-0.06695563,-2.893303,-4.7133617
Move green blocks to protect yourself from other colors.,-0.18498725,-1.7793686,-inf,-6.6534367,-0.0012986885,-3.1901524,-0.042050622,-0.034826815,-3.377314,-inf
Do not run into other colors.,-7.7424583,-0.0013636894,-7.027466,-6.739735,-0.0011885645,-0.47353536,-0.97504026,-1.530308,-inf,-0.24406078
Do not block yourself in with green blocks.,-3.5791402,-0.02835506,-10.131971,-7.5238776,-0.0005450497,-2.339937,-0.10130679,-0.1776918,-7.115659,-1.8208841
Look for a block color that is different from the others to use as a teleport.,-0.0073818127,-4.9188066,-inf,-5.2608733,-0.005217871,-6.809625,-0.0011055676,-0.67245835,-0.71455544,-inf
"Avoid moving blocks, unless it's a trembling block.",-0.0073456042,-4.937613,-inf,-6.9404445,-0.0009739941,-0.8674557,-0.54478955,-0.018677413,-8.106036,-4.0101323
"Do not let any moving blocks hit you, do not touch red blocks.",-8.811108,-0.0002786167,-9.303373,-9.121215,-0.00011117222,-3.813166,-0.02233158,-8.221937,-inf,-0.0002818352
"Collect enough green blocks to get a green bar, then hit purple.",-2.7363665,-0.06781608,-inf,-2.3170013,-0.10380167,-2.59685,-0.077440724,-1.9818015,-0.14837217,-inf
Do not break through orange without a light green to help you.,-0.072857015,-2.661049,-8.401382,-6.7604213,-0.0011649842,-2.0801837,-0.13343693,-0.04986326,-4.767843,-3.2246566
"Not sure how to harness light green, maybe space bar.",-7.506414,-inf,-0.0005965201,-4.0722858e-05,-10.467254,-3.6431527e-05,-10.692266,-0.0002699185,-inf,-9.44801
If you get disconnected you will accidentally barge through an orange square and die.,-0.6352072,-2.7941313,-0.92532825,-0.009761283,-4.6371303,-5.114233,-0.0060327235,-10.744391,-inf,-5.2285613e-05
Don't unleash moving blocks unnecessarily.,-0.0023864722,-6.0652394,-inf,-5.1133885,-0.006044693,-0.12775506,-2.1209898,-0.0010085155,-7.4032245,-7.9684196
Get to medium green block to win.,-9.226865,-0.000563519,-7.8718786,-0.064105354,-2.780082,-4.243974,-0.0144666955,-5.1111507,-0.0060636518,-inf
Get to the side immediately.,-1.2456081,-0.63665646,-1.7855728,-2.9503953,-0.053767998,-1.569009e-05,-11.74144,-0.0003056686,-8.715657,-9.566146
then click once toward the direction you want to shoot.,-6.7701716,-0.0017524146,-7.5349116,-1.7576298,-0.18932757,-0.06407372,-2.7799761,-0.0012446361,-6.728236,-inf
This will put you one square away from the wall but you will still be safe.,-0.028381709,-4.0530095,-4.5869927,-0.017328989,-4.066865,-0.40439576,-1.1008337,-0.0013521413,-6.6338367,-inf
This is necessary to establish your shooting direction.,-0.00045426787,-8.393837,-9.108082,-0.20500009,-1.6857339,-0.26281062,-1.4650201,-7.4576696e-05,-9.805614,-inf
Use the space bar to shoot endlessly.,-8.390385,-0.00044651967,-8.526331,-0.04597733,-3.1037204,-0.108696386,-2.2734075,-0.1993619,-1.71163,-inf
"Don't move, just shoot until all the bad ammo is destroyed.",-2.4562273,-0.09389587,-5.6083937,-2.9438522,-0.054155983,-0.038826253,-3.2687514,-0.22596557,-1.6008493,-8.290178
Don't touch the light blue without a purple shield.,-2.2952511,-0.106627695,-8.026431,-4.6764846,-0.009368212,-5.4088626,-0.004489227,-0.7979542,-10.006338,-0.5985657
Do not put purple shield in an un-pushable location.,-0.31217217,-1.3206904,-6.8805733,-7.8320513,-0.0004017137,-1.3829827,-0.2888055,-0.07981619,-8.89899,-2.5708458
"Get a white square first, this allows you to go through one green square, then get the yellow to complete the round.",-4.4775996,-0.012637609,-inf,-8.535143,-0.0002036596,-0.5591096,-0.8480329,-4.830228,-0.008034686,-inf
You will need to get all white squares to complete each round,-4.3566756,-0.013654237,-7.2721324,-2.6797585,-0.07107603,-3.5194943,-0.03007061,-3.6419055,-0.026581496,-inf
A tough one to explain - You need to create a cream coloured square by pushing two together and touching the second one,-0.013001508,-6.25142,-4.610318,-1.3216628,-0.3102778,-0.7515351,-0.63806695,-0.3694527,-1.175401,-inf
Use the space to fire a brown square at one of the green squares.,-10.091203,-4.8828708e-05,-inf,-5.7776165,-0.0031146146,-7.560951,-0.0005244385,-0.3503249,-1.2192614,-inf
Aim is to get the golden square.,-6.595348,-0.0017656205,-7.933727,-0.00013870094,-8.939641,-7.860541,-0.0003894431,-1.8626901,-0.16874516,-inf
Use the green squares to remove the other coloured ones by pushing the green square into them.,-6.1839585,-0.0020794785,-inf,-6.9094877,-0.0010041087,-8.054076,-0.0003212806,-1.484077,-0.25715017,-inf
Don't directly touch the other coloured ones,-3.0593777,-0.07286643,-3.7701435,-3.8238454,-0.022104684,-0.0955583,-2.395634,-0.5582159,-9.3624325,-0.84961873
Aim is to get the light green one.,-8.929625,-0.0008203497,-7.40061,-2.3438328e-05,-11.150132,-6.3721757,-0.0017132589,-0.037469584,-3.3041418,-inf
Use the other squares as teleporters.,-0.007252584,-4.942569,-inf,-2.235366,-0.113160364,-3.774024,-0.023234295,-0.07181533,-2.670778,-inf
Avoid the red pink and brown ones,-8.163166,-0.0013621398,-6.9660783,-8.218088,-0.00027694786,-0.01123255,-4.495987,-0.0022876414,-inf,-6.132251
Didn't know what to do on that one.,-inf,-inf,-8.184812e-05,-1.6240566e-06,-inf,-9.0883464e-07,-inf,-0.0009130132,-inf,-7.068313
I thought I had to clear a path for the gold one to get to the purple one.,-6.4658613,-inf,-0.0016126968,-0.00031103275,-8.117374,-0.0012171404,-6.726002,-0.022908708,-3.8057075,-8.035835
Don't actually touch the gold one though,-6.6298723,-0.0033366948,-6.3319635,-3.121511,-0.04511207,-0.091787264,-2.4341488,-0.0067486474,-6.98329,-5.164681
Get the dark green square.,-10.788839,-0.00011236426,-9.582741,-0.024163906,-3.736862,-5.4217305,-0.0044351052,-0.0087235365,-4.753692,-inf
Free the light green ones who will help you,-0.10927527,-2.3661933,-4.657047,-1.0671201,-0.42171523,-0.12539794,-2.1386216,-0.78109443,-0.6126126,-inf
Use the space bar to shot the brown and orange squares,-9.226272,-0.00023929782,-9.295983,-1.6736745,-0.20776643,-2.5068524,-0.08506329,-0.06986263,-2.6979067,-inf
Get to the brown square.,-8.777329,-0.0008729901,-7.343824,-0.0016806558,-6.3983083,-7.7600584,-0.00043209965,-1.2906324,-0.32184044,-inf
Use the purple ones to push the light blue ones away,-1.2444617,-0.3400046,-inf,-7.5943832,-0.0005147867,-6.2654667,-0.0019053199,-0.07083762,-2.6836114,-inf
The goal is to collect the white squares and make your way to the gold square.,-1.0271351,-0.4433605,-inf,-0.17634934,-1.8223455,-7.979024,-0.0003459521,-10.792019,-2.8206474e-05,-inf
"However, be mindful of the amount of white squares you collect.",-0.00033522744,-8.281406,-9.940594,-1.5856149,-0.2292326,-0.7584862,-0.6318554,-0.10321347,-5.3863173,-2.3722317
"Every time you cross a green square, you lose a white square.",-3.3647137,-0.03559685,-8.111088,-0.94474566,-0.49235877,-6.151023,-0.0021390785,-2.6925254,-8.2337,-0.0705085
"Make sure you have enough white squares collected in order to reach the gold square, as you will need to cross a few green squares to get there.",-0.0002736138,-8.564918,-inf,-9.859347,-5.8365e-05,-0.956651,-0.48483586,-2.8537672,-0.059385132,-inf
"You will have colored squares on the board that consists of blue, red (or pink), purple or even yellow.",-0.5721856,-3.8694859,-0.8825932,-2.1769476e-05,-11.222337,-0.15998086,-1.9117376,-3.2140193e-05,-11.641047,-inf
Your job is to drop the blue squares into yellow squares.,-4.567887,-0.010479378,-inf,-0.033315875,-3.419615,-5.850866,-0.0028854718,-4.3446198,-0.01308082,-inf
In order to get the yellow squares; 1) move the red square once and it turns into yellow or 2) move the red or pink squares into the purple squares and it turns into yellow.,-5.7810264,-0.0047525265,-inf,-3.7902231,-0.022864431,-6.378415,-0.0017023179,-1.4923435,-0.25477946,-inf
It's a bit tricky.,-1.9200183,-inf,-0.15875736,-6.749814e-06,-inf,-7.58424e-06,-inf,-1.9862217e-05,-inf,-inf
The light blue squares are turning the green squares blue.,-4.19886,-0.01616856,-6.9243336,-0.00016825978,-8.737558,-7.46638,-0.00057710084,-0.031524107,-8.519206,-3.4821143
You need to have green squares on the board before time runs out or the light blue squares takes over all the green squares.,-0.0042701196,-5.525266,-inf,-2.5005703,-0.08563224,-7.0646896,-0.00086024636,-3.9343367,-7.387721,-0.0204592
Press the spacebar to change the blue squares back to green.,-10.806316,-2.7014437e-05,-inf,-2.569616,-0.07970017,-4.8405623,-0.007941494,-0.7352613,-0.65316904,-8.892745
Avoid the light blue squares.,-10.821755,-2.9636918e-05,-12.395518,-8.087782,-0.0003128208,-5.2177067,-0.0054379473,-1.1506542,-inf,-0.38051257
"If you hit the blue squares, they turn orange and they help change the blue squares back to green.",-4.200381,-0.015268965,-inf,-0.16746797,-1.8697327,-8.777833,-0.00015693542,-1.0076288,-0.45453584,-9.806935
Your goal is to reach the gold square through the maze without touching the colored squares except for the green squares.,-0.0076842317,-4.909187,-inf,-2.3382318,-0.10152028,-7.3510804,-0.00064512214,-5.5362906,-0.0039688125,-inf
Use the green squares to move over the colored squares in order to make your way through the maze.,-0.009635667,-4.6635203,-inf,-6.8319087,-0.0010884242,-8.781581,-0.00015514737,-1.742378,-0.1925371,-inf
Your goal is to reach that light green square.,-3.4581068,-0.03211198,-9.659124,-5.109358e-05,-10.04261,-8.328745,-0.00024453178,-2.8952377,-0.05689113,-inf
You can teleport to different areas of the map by going to the different shades of blue squares.,-0.5031933,-0.928471,-inf,-0.08340634,-2.5260944,-9.701607,-6.301394e-05,-0.117162034,-2.2034123,-inf
Avoid the other colored squares.,-8.384476,-0.00030733744,-9.63298,-7.883888,-0.00038110252,-0.39255667,-1.1250339,-0.004484593,-10.002842,-5.4277997
The gold square is fine but it doesn't let you teleport.,-2.5271294,-0.14598776,-2.8989022,-6.0749073e-05,-9.971485,-0.3512052,-1.2169584,-0.00017934572,-inf,-8.893536
"From what I understand, you have to collect the green squares and transport enough of them to the blue square.",-0.048882566,-9.022412,-3.0502043,-0.03045192,-3.5084698,-0.50480735,-0.92548835,-2.0170662,-0.14281209,-inf
