sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing,abstract_tag,policy_tag,dynamics_tag,valence_tag
Avoid Orange.,-10.781023,-0.00043460296,-7.8900943,-7.49125,-0.0005637574,-0.02054422,-3.8962176,-0.00012582695,-10.118387,-9.859455,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Reach Yellow to win.,-9.533467,-0.0003647826,-8.22609,-0.00081296277,-7.125544,-6.189851,-0.002056881,-9.422765,-8.864273e-05,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Pink can be removed by contact with Light Green.,-6.95436,-0.0010540073,-9.400201,-3.018796,-0.050108884,-6.8985934,-0.0010122071,-0.37946,-1.1530367,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Avoid contact with moving Orange blocks.,-10.254757,-8.3993786e-05,-10.1301155,-9.130123,-0.000114033115,-7.761522,-0.00043055005,-2.1061838,-inf,-0.1298273,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Press Space to shoot in the direction you last moved, can target the Orange.",-8.188307,-0.00035321983,-9.6968155,-1.6856136,-0.20501523,-6.578277,-0.0013936884,-0.20360298,-1.692508,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Light Blue teleport to Yellow.,-5.98152,-0.06340262,-2.8416772,-0.014850581,-4.2186546,-1.5338169,-0.24301873,-0.00070278003,-7.319474,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Mid Blue teleport to Orange.,-5.276462,-1.5490222,-0.24880356,-0.0023097654,-6.089056,-1.4000599,-0.28317183,-0.00010759611,-9.495967,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Avoid touching Light Blue.,-11.398278,-6.778209e-05,-10.001243,-8.146871,-0.00029494395,-5.5834565,-0.003769328,-1.1667328,-inf,-0.37320906,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Push Mid Blue blocks to clear Light Blue - one Mid Blue clears one Light Blue, so plan ahead - don't push Mid Blue into outer edges.",-0.117182404,-2.2731235,-inf,-11.588418,-1.2352386e-05,-9.029371,-0.000121662146,-1.7213229,-0.19718541,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Avoid Light Yellow - they move.,-7.903544,-0.0006089136,-8.430069,-6.397217,-0.0016725647,-4.9211226,-0.0073212204,-0.03588775,-inf,-3.3472853,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Collect Light Green.,-10.484772,-0.0026573434,-5.9705606,-2.4053693,-0.09460495,-0.039269585,-3.2576592,-0.04491287,-3.1280942,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Avoid Orange, which don't move.",-8.938332,-0.00053587474,-7.9485073,-7.147106,-0.0007915244,-2.4000485,-0.09511106,-0.002009172,-7.758359,-6.478236,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Avoid Green.,-9.662242,-0.0045578154,-5.4298716,-6.441904,-0.0016077012,-0.022643492,-3.8000922,-0.00021772196,-inf,-8.76333,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Collect White to clear next touched Green.,-4.9585824,-0.007712039,-7.4389577,-5.062093,-0.006361959,-0.6113305,-0.7823281,-0.27496395,-1.426148,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Multiple White can be collected to pass runs of Green - don't waste the White, only clear what is necessary.",-0.004844954,-5.412537,-inf,-8.990487,-0.00013023747,-2.7200592,-0.0681541,-1.197278,-0.35991955,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Yellow is exit.,-7.9545274,-0.0065637953,-5.098723,-0.00023107276,-8.40905,-3.288723,-0.038026918,-0.6044805,-0.79061866,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Light Blue moves towards your target so be aware.,-3.344008,-0.03620201,-8.40763,-0.41893193,-1.0723,-2.79677,-0.06296528,-0.0011267638,-8.855422,-6.971071,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"If Yellow not visible, make it by touching the available block or move the Red block into the Purple blocks.",-0.23384683,-1.6580697,-inf,-6.879426,-0.0010406711,-3.7683432,-0.02336707,-0.56926227,-0.8349922,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Be careful your movement opens the yellow block,-0.20249927,-1.9105223,-3.3579006,-1.5724221,-0.23267181,-0.39571857,-1.1185026,-0.0028937978,-6.9098115,-6.3111253,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
